OBJECTID,TRAFFICCLOSURESID,CLOSURE_TYPE,STREET_NAME,STREET_FROM,STREET_TO,DATE_FROM,DATE_TO,REASON,STATUS,CLOSURE_SCHEDULED,DETAILS,DETOUR,ORGANIZATION,CONTACT,WATER,TIME,INSTRUCTIONS,INSTRUCTION_TEXT,UPDATES,CREATE_DATE,CREATE_BY,UPDATE_DATE,UPDATE_BY,STATUS_DATE,ALTERNATE_CONTACT,DOWNTOWN,MAP_CLASS,Shape__Length
40395,824109,Road,BRUCE ST,FREDERICK ST,VICTORIA ST N,9/13/2014 12:00:01 AM,9/13/2014 11:59:59 PM,Water Repair,Closed,Completed,HYDRANT /VALVE REPAIR (10:00 PM TO 8:00 AM),DETOUR IN PL - ACCESS TO HIGHWAY 7 RAMP VIA FREDERICK ST ONLY,KITCHENER,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,BRUCE ST (FREDERICK ST TO VICTORIA ST),9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,,Road - Closed,213.664116956344
40396,829656,Road,KING ST W,FREDERICK ST,QUEEN ST N,9/19/2014 12:00:01 AM,9/21/2014 11:59:59 PM,Special Event,Closed,Completed,SPECIAL EVENTS (3 DAYS),"REOPENING SEPTEMBER 21, 2014 9:00 PM",KITCHENER,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,KING ST (FREDERICK ST TO QUEEN ST),9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,,Road - Closed,2281.14483382583
40397,829657,Road,KING ST W,QUEEN ST N,WATER ST N,9/19/2014 12:00:01 AM,9/20/2014 11:59:59 PM,Special Event,Closed,Completed,SPECIAL EVENTS (2 DAYS),"REOPENING SEPTEMBER 20, 2014 11:00 PM",KITCHENER,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,KING ST (QUEEN ST TO WATER ST),9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,,Road - Closed,2281.14483382583
40398,829658,Road,COLLEGE ST,DUKE ST W,KING ST W,9/19/2014 12:00:01 AM,9/20/2014 11:59:59 PM,Special Event,Closed,Completed,SPECIAL EVENT (2 DAYS),"REOPENING SEPTEMBER 20, 2014 11:00 PM",KITCHENER,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,COLLEGE ST (DUKE ST TO KING ST),9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,,Road - Closed,239.589239145005
40399,829659,Road,GAUKEL ST,CHARLES ST W,KING ST W,9/19/2014 12:00:01 AM,9/20/2014 11:59:59 PM,Special Event,Closed,Completed,SPECIAL EVENT (2 DAYS),"REOPENING SEPTEMBER 20, 2014 11:00 PM",KITCHENER,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,GAUKEL ST (CHARLES ST TO KING ST),9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,,Road - Closed,160.386000792449
40400,829660,Road,YOUNG ST,DUKE ST W,KING ST W,9/19/2014 12:00:01 AM,9/20/2014 11:59:59 PM,Special Event,Closed,Completed,SPECIAL EVENT (2 DAYS),"REOPENING SEPTEMBER 20, 2014 11:00 PM",KITCHENER,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,YOUNG ST (DUKE ST TO KING ST),9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,,Road - Closed,282.900760490258
40401,829661,Road,ONTARIO ST N,DUKE ST W,KING ST W,9/19/2014 12:00:01 AM,9/20/2014 11:59:59 PM,Special Event,Closed,Completed,SPECIAL EVENT (2 DAYS),"REOPEN SEPTEMBER 20, 2014 11:00 PM",KITCHENER,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,ONTARIO ST (DUKE ST TO KING ST),9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,,Road - Closed,205.708133463875
40402,829662,Road,OLD CARRIAGE DR,PIONEER DR,HOMER WATSON BLVD,9/22/2014 12:00:01 AM,9/24/2014 11:59:59 PM,Utility Work,Closed,Completed,NEW SERVICE INSTALLATION FOR NEW DEVELOPMENT (3 DAYS),,KITCHENER,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,OLD CARRIAGE DRVIE (PIONEER DR TO HOMER WATSON BLVD),9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,,Road - Closed,757.589742653828
40403,61296,Road,ONTARIO ST N,DUKE ST W,WEBER ST W,2/23/2016 5:00:00 AM,4/4/2016 4:00:00 AM,Utility Work,Closed,Completed,,,Kitchener,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,,9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,Y,Road - Closed,116.903269648838
40641,61317,Road,DUKE ST W,BREITHAUPT ST,VICTORIA ST N,3/15/2016 4:00:00 AM,7/31/2016 4:00:00 AM,ION Construction Work,Closed,Completed,8 week closure,,Kitchener,GrandLinq Hotline 1-844-625-1010,,,,,,9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,Y,Road - Closed,120.522492126327
40961,61401,Road,HALLS LANE W,GAUKEL ST,ONTARIO ST S,2/29/2016 5:00:00 AM,3/2/2016 5:00:00 AM,Utility Work,Closed,Completed,2 days,,Kitchener,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,,9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,Y,Road - Closed,167.076270808438
41281,61398,Road,CAMERON ST S,KING ST W,CHARLES ST W,3/3/2016 5:00:00 AM,3/11/2016 5:00:00 AM,Utility Work,Closed,Completed,5 days,,Kitchener,GrandLinq Hotline 1-844-625-1010,,,,,,9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,Y,Road - Closed,85.4897141477046
41282,61417,Road,COLLEGE ST,WEBER ST W,DUKE ST W,2/4/2016 5:00:00 AM,2/5/2016 5:00:00 AM,Utility Work,Closed,Completed,2 days,temporary 2 way access,Kitchener,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,,9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,Y,Road - Closed,135.904413306525
41283,61426,Road,COLLEGE ST,KING ST W,DUKE ST W,3/7/2016 5:00:00 AM,3/8/2016 5:00:00 AM,Utility Work,Closed,Completed,2 days,,Kitchener,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,,9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,Y,Road - Closed,105.754090334323
41601,61435,Road,COLLEGE ST,WEBER ST W,DUKE ST W,3/4/2016 5:00:00 AM,3/5/2016 5:00:00 AM,Utility Work,Closed,Completed,2 days,,Kitchener,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,,9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,Y,Road - Closed,141.072551787865
41921,61454,Road,AHRENS ST W,GUELPH ST,HARTWOOD AVE,3/4/2016 5:00:00 AM,3/4/2016 5:00:00 AM,Sewer Work,Closed,Completed,,,Kitchener,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,,9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,N,Road - Closed,361.483106884981
42241,61463,Road,MARGARET AVE,QUEEN ST N,MAYNARD AVE,3/9/2016 5:00:00 AM,3/9/2016 5:00:00 AM,Other,Lane Reduced,Completed,"Lane closure, two-way access maintained",,Kitchener,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,,9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,N,Road - Lane Reduced,223.21579029314
42561,61481,Road,STAUFFER DR,SOUTH CREEK DR,CARYNDALE DR,3/2/2016 5:00:00 AM,5/2/2016 4:00:00 AM,Annual Species Migration (Mnr),Closed,Completed,Road Closed - Salamander Crossing,,Kitchener,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,,9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,N,Road - Closed,679.366090428796
42881,61597,Intersection,WATER ST S,CHARLES ST W,CHARLES ST W,3/1/2016 5:00:00 AM,3/21/2016 4:00:00 AM,ION Construction Work,Closed,Completed,,,Kitchener,Tj Flynn 519-575-4757 Ext. 3095 Or 226-750-8119,,,,,,9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,Y,Intersection - Closed,191.057464261599
42882,61605,Road,DUKE ST W,YOUNG ST,ONTARIO ST N,3/11/2016 5:00:00 AM,3/21/2016 4:00:00 AM,Utility Work,Closed,Completed,,,Kitchener,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,,9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,Y,Road - Closed,154.733880700811
43201,61815,Road,ROSEMOUNT DR,SHERWOOD AVE,RIVER RD E,3/30/2016 4:00:00 AM,3/31/2016 4:00:00 AM,Site Servicing,Closed,Completed,,,Kitchener,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,,9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,N,Road - Closed,203.031846997042
43521,61873,Road,STIRLING AVE S,CHARLES ST E,CHARLES ST E,3/28/2016 4:00:00 AM,4/10/2016 4:00:00 AM,ION Construction Work,Closed,Completed,2 week closure for rail installation,,Kitchener,GrandLinq Hotline 1-844-625-1010,,,,,,9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,N,Road - Closed,319.930950332668
43843,61939,Road,LAKESIDE DR,VISTA CRES,VISTA CRES,4/11/2016 4:00:00 AM,9/9/2016 4:00:00 AM,Road Reconstruction,Closed,Completed,approx 5 month closure - staged,,Kitchener,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,,9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,N,Road - Closed,574.277321514484
43844,61955,Road,WOODLAND AVE,RUSSEL ST,MILL ST,4/4/2016 4:00:00 AM,8/31/2016 4:00:00 AM,Road Reconstruction,Closed,Completed,approx 5 months,,Kitchener,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,,9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,N,Road - Closed,199.021511996608
43859,61948,Road,RUSSEL ST,SPADINA RD E,STIRLING AVE S,4/4/2016 4:00:00 AM,8/31/2016 4:00:00 AM,Road Reconstruction,Closed,Completed,approx 5 months,,Kitchener,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,,9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,N,Road - Closed,259.834923846003
44161,62016,Road,GLENDALE RD,EAST AVE,MELROSE AVE,4/11/2016 4:00:00 AM,6/24/2016 4:00:00 AM,Road Reconstruction,Closed,Completed,3+ month closure,,Kitchener,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,,9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,N,Road - Closed,211.507086463874
44163,62032,Road,PANDORA AVE N,EAST AVE,MELROSE AVE,6/27/2016 4:00:00 AM,9/30/2016 4:00:00 AM,Road Reconstruction,Closed,Completed,3+ month closure,,Kitchener,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,,9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,N,Road - Closed,254.135239089655
44483,62072,Intersection,PLEASANT AVE,BINSCARTH RD,BINSCARTH RD,3/30/2016 4:00:00 AM,3/30/2016 4:00:00 AM,Utility Work,Closed,Completed,1 day closure,,Kitchener,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,,9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,N,Intersection - Closed,197.671848227719
44801,62100,Road,ECKERT ST,FIRST AVE,DIXON ST,3/30/2016 4:00:00 AM,3/30/2016 4:00:00 AM,Sewer Work,Closed,Completed,1 day,,Kitchener,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,,9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,N,Road - Closed,169.256852708487
45121,62157,Intersection,DUKE ST W,COLLEGE ST,COLLEGE ST,4/26/2016 4:00:00 AM,7/1/2016 4:00:00 AM,ION Construction Work,Closed,Completed,COLLEGE ST 2 WAY AT WEBER ST ACCESS,ACCESS OPEN DURING JULY 1 EVENT,Kitchener,GrandLinq Hotline 1-844-625-1010,,,,,,9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,Y,Intersection - Closed,162.643940279363
45122,62176,Road,FAIRFIELD AVE,RIDGEWOOD AVE,EDWIN ST,4/11/2016 4:00:00 AM,6/24/2016 4:00:00 AM,Road Reconstruction,Closed,Completed,3+ Month Closure,,Kitchener,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,,9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,N,Road - Closed,287.810274824948
45123,62184,Road,HIGHLAND RD E,SPADINA RD E,SPADINA RD E,5/3/2016 4:00:00 AM,5/6/2016 4:00:00 AM,Road Reconstruction,Closed,Completed,3 days full closure,,Kitchener,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,,9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,N,Road - Closed,297.607308142962
45441,62192,Road,GLEN RD,SPADINA RD E,PLEASANT AVE,5/2/2016 4:00:00 AM,7/8/2016 4:00:00 AM,Road Reconstruction,Closed,Completed,3 month closure,,Kitchener,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,,9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,N,Road - Closed,384.922303931122
45442,62200,Road,UNION ST,LANCASTER ST E,SEREDA RD,4/11/2016 4:00:00 AM,4/15/2016 4:00:00 AM,Road Reconstruction,Closed,Completed,5 days restoration for reconstruction,,Kitchener,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,,9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,N,Road - Closed,319.182091180493
45761,62375,Road,BENTON ST,HALLS LANE E,KING ST E,4/13/2016 4:00:00 AM,4/22/2016 4:00:00 AM,Utility Work,Closed,Completed,,,Kitchener,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,,9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,Y,Road - Closed,58.7257772021396
45763,62400,Road,MAJOR ST,WELLINGTON ST N,BREITHAUPT ST,4/11/2016 4:00:00 AM,8/31/2016 4:00:00 AM,Road Reconstruction,Closed,Completed,,,Kitchener,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,,9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,N,Road - Closed,102.312232863763
45764,62422,Intersection,COURTLAND AVE E,OTTAWA ST S,OTTAWA ST S,5/9/2016 4:00:00 AM,5/27/2016 4:00:00 AM,ION Construction Work,Closed,Completed,3 week closure,Mill St to Stirling Ave,Kitchener,GrandLinq Hotline 1-844-625-1010,,,,,,9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,N,Intersection - Closed,221.549930740455
46081,62455,Road,GUELPH ST,ELLIS AVE,MARGARET AVE,4/11/2016 4:00:00 AM,6/30/2016 4:00:00 AM,Road Reconstruction,Closed,Completed,2+ Month Closure,,Kitchener,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,,9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,N,Road - Closed,310.553635453228
46097,62463,Road,WILHELM ST,AHRENS ST W,MARGARET AVE,4/11/2016 4:00:00 AM,6/30/2016 4:00:00 AM,Road Reconstruction,Closed,Completed,2+ Month Closure,,Kitchener,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,,9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,N,Road - Closed,177.384881595823
46098,62472,Road,BRUNSWICK AVE,GUELPH ST,BLUCHER ST,6/30/2016 4:00:00 AM,8/31/2016 4:00:00 AM,Road Reconstruction,Closed,Completed,2+ Month Closure,,Kitchener,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,,9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,N,Road - Closed,81.8279643510281
46403,62564,Road,UNION ST,ST LEGER ST,MARGARET AVE,4/19/2016 4:00:00 AM,4/19/2016 4:00:00 AM,Tree Removal,Closed,Completed,1 DAY CLOSURE,,Kitchener,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,,9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,N,Road - Closed,625.018332544702
46417,62548,Intersection,NYBERG ST,OTTAWA ST S,OTTAWA ST S,4/20/2016 4:00:00 AM,5/6/2016 4:00:00 AM,ION Construction Work,Closed,Completed,NYBERG IS CONVERTED TO 2 WAY FOR ACCESS VIA SYDNEY ST ONLY,,Kitchener,GrandLinq Hotline 1-844-625-1010,,,,,,9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,N,Intersection - Closed,145.475033579114
46418,62556,Road,QUEENS BLVD,WARREN RD,WESTMOUNT RD W,4/22/2016 4:00:00 AM,4/22/2016 4:00:00 AM,Road Repair,Closed,Completed,1 DAY CLOSURE,,Kitchener,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,,9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,N,Road - Closed,482.680794398391
46419,62575,Road,KING ST W,FRANCIS ST N,VICTORIA ST N,4/21/2016 4:00:00 AM,8/31/2016 4:00:00 AM,ION Construction Work,Closed,Completed,4 MONTH CLOSURE,,Kitchener,GrandLinq Hotline 1-844-625-1010,,,,,,9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,Y,Road - Closed,126.535144214968
46721,62596,Intersection,EDWIN ST,GUELPH ST,LEONARD ST,5/3/2016 4:00:00 AM,5/3/2016 4:00:00 AM,Road Reconstruction,Closed,Completed,Closed for approximately one day,,Kitchener,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,,9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,N,Intersection - Closed,263.216997066432
46737,62605,Road,STIRLING AVE S,MAUSSER AVE,HOMER WATSON BLVD,4/18/2016 4:00:00 AM,4/20/2016 4:00:00 AM,Site Servicing,Closed,Completed,3 days,Hoffman St to Highland Rd,Kitchener,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,,9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,N,Road - Closed,328.629498820135
47041,62616,Road,MILL ST,MILL ST,OTTAWA ST S,5/3/2016 4:00:00 AM,5/6/2016 4:00:00 AM,Utility Work,Closed,Completed,4 days closure,Mill St slip off as detour,Kitchener,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,,9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,N,Road - Closed,41.717610406421
47361,62637,Road,DOON VILLAGE RD,HOMER WATSON BLVD,MILLWOOD CRES,4/11/2016 4:00:00 AM,5/20/2016 4:00:00 AM,Utility Work,Lane Reduced,Completed,3 weeks,,Kitchener,Steve Sieunarine - Region 519-575-4030,,,,,,9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,N,Road - Lane Reduced,90.4778679813718
47681,62657,Road,WELLINGTON ST N,ST LEGER ST,LANCASTER ST W,4/26/2016 4:00:00 AM,4/29/2016 4:00:00 AM,Road Reconstruction,Closed,Completed,5 day closure,via Victoria St,Kitchener,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,,9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,N,Road - Closed,308.18398089198
47682,62665,Road,ONTARIO ST S,CHARLES ST W,JOSEPH ST,5/1/2016 4:00:00 AM,5/1/2016 4:00:00 AM,Utility Work,Closed,Completed,1 day closure southbound traffic only,,Kitchener,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,,9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,N,Road - Closed,92.788795718033
47683,62673,Road,UNION ST,ST LEGER ST,MARGARET AVE,4/28/2016 4:00:00 AM,4/28/2016 4:00:00 AM,Tree Removal,Closed,Completed,1 day closure,,Kitchener,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,,9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,N,Road - Closed,654.237081745708
48001,62710,Road,CAMBRIDGE AVE,BRUCE ST,HEATHER AVE,4/27/2016 4:00:00 AM,4/27/2016 4:00:00 AM,Water Repair,Closed,Completed,1 day closure,,Kitchener,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,,9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,N,Road - Closed,338.935833145675
48321,62794,Road,TALBOT ST,LAWRENCE AVE,PATRICIA AVE,4/27/2016 4:00:00 AM,4/27/2016 4:00:00 AM,Sewer Work,Closed,Completed,1 DAY CLOSURE,,Kitchener,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,,9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,N,Road - Closed,506.58842121142
48323,62812,Road,WILSON AVE,KINGSWAY DR,FAIRWAY RD S,4/25/2016 4:00:00 AM,4/28/2016 4:00:00 AM,ION Construction Work,Closed,Completed,4 DAY CLOSURE,,Kitchener,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,,9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,N,Road - Closed,122.57444304536
48324,62820,Road,CHESTNUT ST,VICTORIA ST N,MANSION ST,4/28/2016 4:00:00 AM,4/28/2016 4:00:00 AM,Utility Work,Closed,Completed,1 DAY CLOSURE,,Kitchener,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,,9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,N,Road - Closed,210.846923601587
48337,62802,Road,SYDNEY ST S,NYBERG ST,DUNDAS AVE,4/27/2016 4:00:00 AM,4/27/2016 4:00:00 AM,Sewer Work,Closed,Completed,1 DAY CLOSURE - LOCAL TRAFFIC ONLY,,Kitchener,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,,9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,N,Road - Closed,82.6503127559482
48338,62875,Road,CHERRY HILL DR,COACH HILL DR,COACH HILL DR,4/28/2016 4:00:00 AM,4/28/2016 4:00:00 AM,Sewer Work,Closed,Completed,1 day closure,,Kitchener,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,,9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,N,Road - Closed,317.062922185153
48339,62893,Road,EDGEHILL DR,BAXTER PL,MARQUETTE DR,4/29/2016 4:00:00 AM,4/29/2016 4:00:00 AM,Road Repair,Closed,Completed,1 day closure,,Kitchener,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,,9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,N,Road - Closed,389.721570017865
48340,62901,Road,MARQUETTE DR,PIONEER TOWER RD,EDGEHILL DR,4/29/2016 4:00:00 AM,4/29/2016 4:00:00 AM,Road Repair,Closed,Completed,1 day closure,,Kitchener,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,,9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,N,Road - Closed,179.388369068896
48641,62884,Road,JOSEPH SCHOERG CRES,JACOB GINGRICH DR,JOSEPH SCHOERG PL,4/28/2016 4:00:00 AM,4/28/2016 4:00:00 AM,Sewer Work,Closed,Completed,1 day closure,,Kitchener,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,,9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,N,Road - Closed,208.667171176383
48961,62909,Road,OVERLEA DR,RALGREEN CRES,EAGEN DR,4/25/2016 4:00:00 AM,5/6/2016 4:00:00 AM,Road Resurfacing,Closed,Completed,2 week closure local traffic only,,Kitchener,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,,9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,N,Road - Closed,297.304658046153
48977,62917,Road,HICKORY HOLLOW CRES,HIGHVIEW DR,HIGHVIEW DR,4/25/2016 4:00:00 AM,5/6/2016 4:00:00 AM,Road Resurfacing,Closed,Completed,2 week closure - local traffic only,,Kitchener,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,,9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,N,Road - Closed,422.729418157336
48978,62925,Road,BENT WILLOW DR,HIGHVIEW DR,OLD MAPLE LANE,4/25/2016 4:00:00 AM,5/6/2016 4:00:00 AM,Road Resurfacing,Closed,Completed,2 week closure - local traffic only,,Kitchener,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,,9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,N,Road - Closed,322.154074971583
48979,62933,Road,HAVENWOOD CRT,HIGHVIEW DR,END,4/25/2016 4:00:00 AM,5/6/2016 4:00:00 AM,Road Resurfacing,Closed,Completed,2 week closure local access,,Kitchener,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,,9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,N,Road - Closed,93.2031470360197
49297,64620,Road,WELLINGTON ST N,LANCASTER ST W,ST LEGER ST,5/4/2016 4:00:00 AM,5/4/2016 4:00:00 AM,Water Repair,Closed,Completed,1 DAY CLOSURE,,Kitchener,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,,9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,N,Road - Closed,312.147675319557
49601,64654,Road,FRANKLIN ST S,KINGSWAY DR,CONNAUGHT ST,5/4/2016 4:00:00 AM,5/4/2016 4:00:00 AM,Water Repair,Closed,Completed,,,Kitchener,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,,9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,N,Road - Closed,385.148839294148
